"LGM File:","D:\tmp\support\QA\automated tests\Delay Point\dp_test_01\dp_test_01.lgm"
"ORA File:","D:\tmp\support\QA\automated tests\Delay Point\dp_test_01\dp_test_01_Base.ora"
"ANA File:","D:\tmp\support\QA\automated tests\Delay Point\dp_test_01\dp_test_01.ana"
"Sim. Duration:","00:30:00.00"
"Sim. Elapsed:","00:29:59.39"


"subTitle:","Journey Time inside azFixedDelay"

"","anFixedDelay: Journey Time"
"Time (hh:mm:ss)","Duration (seconds)"
00:02:46.2,0
00:02:46.8,0
00:02:47.4,0
00:02:48.0,0
00:02:48.6,0
00:02:49.2,0
00:02:49.8,0
00:02:50.4,0
00:02:51.0,0
00:02:51.6,0
00:02:52.2,0
00:02:52.8,0
00:02:53.4,5.57171
00:02:54.0,0
00:02:54.6,0
00:02:55.2,0
00:02:55.8,0
00:02:56.4,0
00:02:57.0,0
00:02:57.6,0
00:02:58.2,0
00:02:58.8,0
00:02:59.4,0
00:03:00.0,0
00:03:00.6,0
00:03:01.2,0
00:03:01.8,0
00:03:02.4,0
00:03:03.0,0
00:03:03.6,0
00:03:04.2,0
00:03:04.8,5.94061
00:03:05.4,0
00:03:06.0,0
00:03:06.6,0
00:03:07.2,0
00:03:07.8,0
00:03:08.4,0
00:03:09.0,0
00:03:09.6,0
00:03:10.2,0
00:03:10.8,0
00:03:11.4,0
00:03:12.0,0
00:03:12.6,0
00:03:13.2,0
00:03:13.8,0
00:03:14.4,0
00:03:15.0,0
00:03:15.6,0
00:03:16.2,5.79631
00:03:16.8,0
00:03:17.4,0
00:03:18.0,0
00:03:18.6,0
00:03:19.2,0
00:03:19.8,0
00:03:20.4,0
00:03:21.0,0
00:03:21.6,0
00:03:22.2,0
00:03:22.8,0
00:03:23.4,0
00:03:24.0,0
00:03:24.6,0
00:03:25.2,0
00:03:25.8,0
00:03:26.4,5.98713
00:03:27.0,0
00:03:27.6,0
00:03:28.2,0
00:03:28.8,0
00:03:29.4,0
00:03:30.0,0
00:03:30.6,0
00:03:31.2,0
00:03:31.8,0
00:03:32.4,0
00:03:33.0,0
00:03:33.6,0
00:03:34.2,0
00:03:34.8,0
00:03:35.4,0
00:03:36.0,0
00:03:36.6,0
00:03:37.2,0
00:03:37.8,0
00:03:38.4,5.73917
00:03:39.0,0
00:03:39.6,0
00:03:40.2,0
00:03:40.8,0
00:03:41.4,0
00:03:42.0,0
00:03:42.6,0
00:03:43.2,0
00:03:43.8,0
00:03:44.4,0
00:03:45.0,0
00:03:45.6,0
00:03:46.2,0
00:03:46.8,0
00:03:47.4,0
00:03:48.0,0
00:03:48.6,0
00:03:49.2,6.17113
00:03:49.8,0
00:03:50.4,0
00:03:51.0,0
00:03:51.6,0
00:03:52.2,0
00:03:52.8,0
00:03:53.4,0
00:03:54.0,0
00:03:54.6,0
00:03:55.2,0
00:03:55.8,0
00:03:56.4,0
00:03:57.0,0
00:03:57.6,0
00:03:58.2,0
00:03:58.8,0
00:03:59.4,0
00:04:00.0,6.07429
00:04:00.6,0
00:04:01.2,0
00:04:01.8,0
00:04:02.4,0
00:04:03.0,0
00:04:03.6,0
00:04:04.2,0
00:04:04.8,0
00:04:05.4,0
00:04:06.0,0
00:04:06.6,0
00:04:07.2,0
00:04:07.8,0
00:04:08.4,0
00:04:09.0,0
00:04:09.6,0
00:04:10.2,0
00:04:10.8,0
00:04:11.4,6.03333
00:04:12.0,0
00:04:12.6,0
00:04:13.2,0
00:04:13.8,0
00:04:14.4,0
00:04:15.0,0
00:04:15.6,0
00:04:16.2,0
00:04:16.8,0
00:04:17.4,0
00:04:18.0,0
00:04:18.6,0
00:04:19.2,0
00:04:19.8,0
00:04:20.4,0
00:04:21.0,0
00:04:21.6,5.45074
00:04:22.2,0
00:04:22.8,0
00:04:23.4,0
00:04:24.0,0
00:04:24.6,0
00:04:25.2,0
00:04:25.8,0
00:04:26.4,0
00:04:27.0,0
00:04:27.6,0
00:04:28.2,0
00:04:28.8,0
00:04:29.4,0
00:04:30.0,0
00:04:30.6,0
00:04:31.2,0
00:04:31.8,5.45999
00:04:32.4,0
00:04:33.0,0
00:04:33.6,0
00:04:34.2,0
00:04:34.8,0
00:04:35.4,0
00:04:36.0,0
00:04:36.6,0
00:04:37.2,0
00:04:37.8,0
00:04:38.4,0
00:04:39.0,0
00:04:39.6,0
00:04:40.2,0
00:04:40.8,0
00:04:41.4,0
00:04:42.0,0
00:04:42.6,0
00:04:43.2,0
00:04:43.8,0
00:04:44.4,6.09584
00:04:45.0,0
00:04:45.6,0
00:04:46.2,0
00:04:46.8,0
00:04:47.4,0
00:04:48.0,0
00:04:48.6,0
00:04:49.2,0
00:04:49.8,0
00:04:50.4,0
00:04:51.0,0
00:04:51.6,0
00:04:52.2,0
00:04:52.8,0
00:04:53.4,0
00:04:54.0,0
00:04:54.6,0
00:04:55.2,5.67387
00:04:55.8,0
00:04:56.4,0
00:04:57.0,0
00:04:57.6,0
00:04:58.2,0
00:04:58.8,0
00:04:59.4,0
00:05:00.0,0
00:05:00.6,0
00:05:01.2,0
00:05:01.8,0
00:05:02.4,0
00:05:03.0,0
00:05:03.6,0
00:05:04.2,0
00:05:04.8,0
00:05:05.4,6.06763
00:05:06.0,0
00:05:06.6,0
00:05:07.2,0
00:05:07.8,0
00:05:08.4,0
00:05:09.0,0
00:05:09.6,0
00:05:10.2,0
00:05:10.8,0
00:05:11.4,0
00:05:12.0,0
00:05:12.6,0
00:05:13.2,0
00:05:13.8,0
00:05:14.4,0
00:05:15.0,0
00:05:15.6,0
00:05:16.2,0
00:05:16.8,5.70629
00:05:17.4,0
00:05:18.0,0
00:05:18.6,0
00:05:19.2,0
00:05:19.8,0
00:05:20.4,0
00:05:21.0,0
00:05:21.6,0
00:05:22.2,0
00:05:22.8,0
00:05:23.4,0
00:05:24.0,0
00:05:24.6,0
00:05:25.2,0
00:05:25.8,0
00:05:26.4,0
00:05:27.0,0
00:05:27.6,0
00:05:28.2,5.8903
00:05:28.8,0
00:05:29.4,0
00:05:30.0,0
00:05:30.6,0
00:05:31.2,0
00:05:31.8,0
00:05:32.4,0
00:05:33.0,0
00:05:33.6,0
00:05:34.2,0
00:05:34.8,0
00:05:35.4,0
00:05:36.0,0
00:05:36.6,0
00:05:37.2,0
00:05:37.8,0
00:05:38.4,0
00:05:39.0,6.13291
00:05:39.6,0
00:05:40.2,0
00:05:40.8,0
00:05:41.4,0
00:05:42.0,0
00:05:42.6,0
00:05:43.2,0
00:05:43.8,0
00:05:44.4,0
00:05:45.0,0
00:05:45.6,0
00:05:46.2,0
00:05:46.8,0
00:05:47.4,0
00:05:48.0,0
00:05:48.6,0
00:05:49.2,0
00:05:49.8,0
00:05:50.4,5.76981
00:05:51.0,0
00:05:51.6,0
00:05:52.2,0
00:05:52.8,0
00:05:53.4,0
00:05:54.0,0
00:05:54.6,0
00:05:55.2,0
00:05:55.8,0
00:05:56.4,0
00:05:57.0,0
00:05:57.6,0
00:05:58.2,0
00:05:58.8,0
00:05:59.4,0
00:06:00.0,0
00:06:00.6,5.90205
00:06:01.2,0
00:06:01.8,0
00:06:02.4,0
00:06:03.0,0
00:06:03.6,0
00:06:04.2,0
00:06:04.8,0
00:06:05.4,0
00:06:06.0,0
00:06:06.6,0
00:06:07.2,0
00:06:07.8,0
00:06:08.4,0
00:06:09.0,0
00:06:09.6,0
00:06:10.2,0
00:06:10.8,0
00:06:11.4,0
00:06:12.0,0
00:06:12.6,5.72948
00:06:13.2,0
00:06:13.8,0
00:06:14.4,0
00:06:15.0,0
00:06:15.6,0
00:06:16.2,0
00:06:16.8,0
00:06:17.4,0
00:06:18.0,0
00:06:18.6,0
00:06:19.2,0
00:06:19.8,0
00:06:20.4,0
00:06:21.0,0
00:06:21.6,0
00:06:22.2,0
00:06:22.8,0
00:06:23.4,0
00:06:24.0,6.35056
00:06:24.6,0
00:06:25.2,0
00:06:25.8,0
00:06:26.4,0
00:06:27.0,0
00:06:27.6,0
00:06:28.2,0
00:06:28.8,0
00:06:29.4,0
00:06:30.0,0
00:06:30.6,0
00:06:31.2,0
00:06:31.8,0
00:06:32.4,0
00:06:33.0,0
00:06:33.6,5.81278
00:06:34.2,0
00:06:34.8,0
00:06:35.4,0
00:06:36.0,0
00:06:36.6,0
00:06:37.2,0
00:06:37.8,0
00:06:38.4,0
00:06:39.0,0
00:06:39.6,0
00:06:40.2,0
00:06:40.8,0
00:06:41.4,0
00:06:42.0,0
00:06:42.6,0
00:06:43.2,0
00:06:43.8,0
00:06:44.4,5.90959
00:06:45.0,0
00:06:45.6,0
00:06:46.2,0
00:06:46.8,0
00:06:47.4,0
00:06:48.0,0
00:06:48.6,0
00:06:49.2,0
00:06:49.8,0
00:06:50.4,0
00:06:51.0,0
00:06:51.6,0
00:06:52.2,0
00:06:52.8,0
00:06:53.4,0
00:06:54.0,0
00:06:54.6,0
00:06:55.2,0
00:06:55.8,0
00:06:56.4,6.10186
00:06:57.0,0
00:06:57.6,0
00:06:58.2,0
00:06:58.8,0
00:06:59.4,0
00:07:00.0,0
00:07:00.6,0
00:07:01.2,0
00:07:01.8,0
00:07:02.4,0
00:07:03.0,0
00:07:03.6,0
00:07:04.2,0
00:07:04.8,0
00:07:05.4,0
00:07:06.0,0
00:07:06.6,0
00:07:07.2,5.91193
00:07:07.8,0
00:07:08.4,0
00:07:09.0,0
00:07:09.6,0
00:07:10.2,0
00:07:10.8,0
00:07:11.4,0
00:07:12.0,0
00:07:12.6,0
00:07:13.2,0
00:07:13.8,0
00:07:14.4,0
00:07:15.0,0
00:07:15.6,0
00:07:16.2,0
00:07:16.8,0
00:07:17.4,6.01303
00:07:18.0,0
00:07:18.6,0
00:07:19.2,0
00:07:19.8,0
00:07:20.4,0
00:07:21.0,0
00:07:21.6,0
00:07:22.2,0
00:07:22.8,0
00:07:23.4,0
00:07:24.0,0
00:07:24.6,0
00:07:25.2,0
00:07:25.8,0
00:07:26.4,0
00:07:27.0,0
00:07:27.6,0
00:07:28.2,0
00:07:28.8,0
00:07:29.4,5.88679
00:07:30.0,0
00:07:30.6,0
00:07:31.2,0
00:07:31.8,0
00:07:32.4,0
